DATAFLOW,LAST UPDATE,freq,age,sex,unit,geo,TIME_PERIOD,OBS_VALUE,OBS_FLAG,CONF_STATUS
ESTAT:EDUC_UOE_ENRA27(1.0),11/09/25 23:00:00,Annual,15 years,Females,Percentage,Sweden,2016,0.32,,
ESTAT:EDUC_UOE_ENRA27(1.0),11/09/25 23:00:00,Annual,15 years,Females,Percentage,Sweden,2017,0.00,,
ESTAT:EDUC_UOE_ENRA27(1.0),11/09/25 23:00:00,Annual,15 years,Females,Percentage,Sweden,2018,0.51,,
ESTAT:EDUC_UOE_ENRA27(1.0),11/09/25 23:00:00,Annual,15 years,Females,Percentage,Sweden,2019,0.83,,
ESTAT:EDUC_UOE_ENRA27(1.0),11/09/25 23:00:00,Annual,15 years,Females,Percentage,Sweden,2020,0.56,,
ESTAT:EDUC_UOE_ENRA27(1.0),11/09/25 23:00:00,Annual,15 years,Females,Percentage,Sweden,2021,0.53,,
ESTAT:EDUC_UOE_ENRA27(1.0),11/09/25 23:00:00,Annual,15 years,Females,Percentage,Sweden,2022,0.27,,
ESTAT:EDUC_UOE_ENRA27(1.0),11/09/25 23:00:00,Annual,15 years,Females,Percentage,Sweden,2023,0.49,,
ESTAT:EDUC_UOE_ENRA27(1.0),11/09/25 23:00:00,Annual,15 years,Females,Percentage,Slovenia,2015,2.89,d,
ESTAT:EDUC_UOE_ENRA27(1.0),11/09/25 23:00:00,Annual,15 years,Females,Percentage,Slovenia,2016,2.48,d,
ESTAT:EDUC_UOE_ENRA27(1.0),11/09/25 23:00:00,Annual,15 years,Females,Percentage,Slovenia,2017,3.38,d,
ESTAT:EDUC_UOE_ENRA27(1.0),11/09/25 23:00:00,Annual,15 years,Females,Percentage,Slovenia,2018,1.74,,
ESTAT:EDUC_UOE_ENRA27(1.0),11/09/25 23:00:00,Annual,15 years,Females,Percentage,Slovenia,2019,2.05,,
ESTAT:EDUC_UOE_ENRA27(1.0),11/09/25 23:00:00,Annual,15 years,Females,Percentage,Slovenia,2020,2.96,,
ESTAT:EDUC_UOE_ENRA27(1.0),11/09/25 23:00:00,Annual,15 years,Females,Percentage,Slovenia,2021,2.43,,
ESTAT:EDUC_UOE_ENRA27(1.0),11/09/25 23:00:00,Annual,15 years,Females,Percentage,Slovenia,2022,2.21,,
ESTAT:EDUC_UOE_ENRA27(1.0),11/09/25 23:00:00,Annual,15 years,Females,Percentage,Slovenia,2023,1.42,,
ESTAT:EDUC_UOE_ENRA27(1.0),11/09/25 23:00:00,Annual,15 years,Females,Percentage,Slovakia,2015,2.50,,
ESTAT:EDUC_UOE_ENRA27(1.0),11/09/25 23:00:00,Annual,15 years,Females,Percentage,Slovakia,2016,2.09,,
ESTAT:EDUC_UOE_ENRA27(1.0),11/09/25 23:00:00,Annual,15 years,Females,Percentage,Slovakia,2017,1.95,,
ESTAT:EDUC_UOE_ENRA27(1.0),11/09/25 23:00:00,Annual,15 years,Females,Percentage,Slovakia,2018,2.90,,
ESTAT:EDUC_UOE_ENRA27(1.0),11/09/25 23:00:00,Annual,15 years,Females,Percentage,Slovakia,2019,1.73,,
ESTAT:EDUC_UOE_ENRA27(1.0),11/09/25 23:00:00,Annual,15 years,Females,Percentage,Slovakia,2020,2.72,,
ESTAT:EDUC_UOE_ENRA27(1.0),11/09/25 23:00:00,Annual,15 years,Females,Percentage,Slovakia,2021,2.05,,
ESTAT:EDUC_UOE_ENRA27(1.0),11/09/25 23:00:00,Annual,15 years,Females,Percentage,Slovakia,2022,3.17,,
ESTAT:EDUC_UOE_ENRA27(1.0),11/09/25 23:00:00,Annual,15 years,Females,Percentage,Slovakia,2023,2.25,,
ESTAT:EDUC_UOE_ENRA27(1.0),11/09/25 23:00:00,Annual,15 years,Females,Percentage,Türkiye,2015,10.85,,
ESTAT:EDUC_UOE_ENRA27(1.0),11/09/25 23:00:00,Annual,15 years,Females,Percentage,Türkiye,2016,9.45,,
ESTAT:EDUC_UOE_ENRA27(1.0),11/09/25 23:00:00,Annual,15 years,Females,Percentage,Türkiye,2017,8.94,,
ESTAT:EDUC_UOE_ENRA27(1.0),11/09/25 23:00:00,Annual,15 years,Females,Percentage,Türkiye,2018,8.02,,
ESTAT:EDUC_UOE_ENRA27(1.0),11/09/25 23:00:00,Annual,15 years,Females,Percentage,Türkiye,2019,8.47,,
ESTAT:EDUC_UOE_ENRA27(1.0),11/09/25 23:00:00,Annual,15 years,Females,Percentage,Türkiye,2020,6.57,,
ESTAT:EDUC_UOE_ENRA27(1.0),11/09/25 23:00:00,Annual,15 years,Females,Percentage,Türkiye,2021,5.59,,
ESTAT:EDUC_UOE_ENRA27(1.0),11/09/25 23:00:00,Annual,15 years,Females,Percentage,Türkiye,2022,5.21,,
ESTAT:EDUC_UOE_ENRA27(1.0),11/09/25 23:00:00,Annual,15 years,Females,Percentage,Türkiye,2023,0.00,,
ESTAT:EDUC_UOE_ENRA27(1.0),11/09/25 23:00:00,Annual,15 years,Females,Percentage,United Kingdom,2015,0.54,d,
ESTAT:EDUC_UOE_ENRA27(1.0),11/09/25 23:00:00,Annual,15 years,Females,Percentage,United Kingdom,2016,0.16,d,
ESTAT:EDUC_UOE_ENRA27(1.0),11/09/25 23:00:00,Annual,15 years,Females,Percentage,United Kingdom,2017,0.00,d,
ESTAT:EDUC_UOE_ENRA27(1.0),11/09/25 23:00:00,Annual,15 years,Females,Percentage,United Kingdom,2018,1.49,d,
ESTAT:EDUC_UOE_ENRA27(1.0),11/09/25 23:00:00,Annual,15 years,Females,Percentage,United Kingdom,2019,1.14,d,
ESTAT:EDUC_UOE_ENRA27(1.0),11/09/25 23:00:00,Annual,15 years,Males,Percentage,Albania,2021,7.10,,
ESTAT:EDUC_UOE_ENRA27(1.0),11/09/25 23:00:00,Annual,15 years,Males,Percentage,Albania,2022,3.37,,
ESTAT:EDUC_UOE_ENRA27(1.0),11/09/25 23:00:00,Annual,15 years,Males,Percentage,Albania,2023,3.46,,
ESTAT:EDUC_UOE_ENRA27(1.0),11/09/25 23:00:00,Annual,15 years,Males,Percentage,Austria,2015,6.15,,
ESTAT:EDUC_UOE_ENRA27(1.0),11/09/25 23:00:00,Annual,15 years,Males,Percentage,Austria,2016,7.63,,
ESTAT:EDUC_UOE_ENRA27(1.0),11/09/25 23:00:00,Annual,15 years,Males,Percentage,Austria,2017,7.50,,
ESTAT:EDUC_UOE_ENRA27(1.0),11/09/25 23:00:00,Annual,15 years,Males,Percentage,Austria,2018,6.38,,
ESTAT:EDUC_UOE_ENRA27(1.0),11/09/25 23:00:00,Annual,15 years,Males,Percentage,Austria,2019,6.00,,
ESTAT:EDUC_UOE_ENRA27(1.0),11/09/25 23:00:00,Annual,15 years,Males,Percentage,Austria,2020,5.71,,
ESTAT:EDUC_UOE_ENRA27(1.0),11/09/25 23:00:00,Annual,15 years,Males,Percentage,Austria,2021,5.54,,
ESTAT:EDUC_UOE_ENRA27(1.0),11/09/25 23:00:00,Annual,15 years,Males,Percentage,Austria,2022,6.02,,
ESTAT:EDUC_UOE_ENRA27(1.0),11/09/25 23:00:00,Annual,15 years,Males,Percentage,Austria,2023,6.65,,
ESTAT:EDUC_UOE_ENRA27(1.0),11/09/25 23:00:00,Annual,15 years,Males,Percentage,Belgium,2015,1.93,,
ESTAT:EDUC_UOE_ENRA27(1.0),11/09/25 23:00:00,Annual,15 years,Males,Percentage,Belgium,2016,2.09,,
ESTAT:EDUC_UOE_ENRA27(1.0),11/09/25 23:00:00,Annual,15 years,Males,Percentage,Belgium,2017,0.77,,
ESTAT:EDUC_UOE_ENRA27(1.0),11/09/25 23:00:00,Annual,15 years,Males,Percentage,Belgium,2018,0.69,,
ESTAT:EDUC_UOE_ENRA27(1.0),11/09/25 23:00:00,Annual,15 years,Males,Percentage,Belgium,2019,0.78,,
ESTAT:EDUC_UOE_ENRA27(1.0),11/09/25 23:00:00,Annual,15 years,Males,Percentage,Belgium,2020,0.94,bd,
ESTAT:EDUC_UOE_ENRA27(1.0),11/09/25 23:00:00,Annual,15 years,Males,Percentage,Belgium,2021,0.35,,
ESTAT:EDUC_UOE_ENRA27(1.0),11/09/25 23:00:00,Annual,15 years,Males,Percentage,Belgium,2022,0.61,,
ESTAT:EDUC_UOE_ENRA27(1.0),11/09/25 23:00:00,Annual,15 years,Males,Percentage,Belgium,2023,0.54,,
ESTAT:EDUC_UOE_ENRA27(1.0),11/09/25 23:00:00,Annual,15 years,Males,Percentage,Bulgaria,2015,0.16,,
ESTAT:EDUC_UOE_ENRA27(1.0),11/09/25 23:00:00,Annual,15 years,Males,Percentage,Bulgaria,2016,3.55,,
ESTAT:EDUC_UOE_ENRA27(1.0),11/09/25 23:00:00,Annual,15 years,Males,Percentage,Bulgaria,2017,2.70,,
ESTAT:EDUC_UOE_ENRA27(1.0),11/09/25 23:00:00,Annual,15 years,Males,Percentage,Bulgaria,2018,1.21,,
ESTAT:EDUC_UOE_ENRA27(1.0),11/09/25 23:00:00,Annual,15 years,Males,Percentage,Bulgaria,2019,3.83,,
ESTAT:EDUC_UOE_ENRA27(1.0),11/09/25 23:00:00,Annual,15 years,Males,Percentage,Bulgaria,2020,2.29,,
ESTAT:EDUC_UOE_ENRA27(1.0),11/09/25 23:00:00,Annual,15 years,Males,Percentage,Bulgaria,2021,4.57,,
ESTAT:EDUC_UOE_ENRA27(1.0),11/09/25 23:00:00,Annual,15 years,Males,Percentage,Bulgaria,2022,5.62,,
ESTAT:EDUC_UOE_ENRA27(1.0),11/09/25 23:00:00,Annual,15 years,Males,Percentage,Bulgaria,2023,7.76,,
ESTAT:EDUC_UOE_ENRA27(1.0),11/09/25 23:00:00,Annual,15 years,Males,Percentage,Switzerland,2015,1.55,,
ESTAT:EDUC_UOE_ENRA27(1.0),11/09/25 23:00:00,Annual,15 years,Males,Percentage,Switzerland,2016,1.64,,
ESTAT:EDUC_UOE_ENRA27(1.0),11/09/25 23:00:00,Annual,15 years,Males,Percentage,Switzerland,2017,1.57,,
ESTAT:EDUC_UOE_ENRA27(1.0),11/09/25 23:00:00,Annual,15 years,Males,Percentage,Switzerland,2018,1.52,,
ESTAT:EDUC_UOE_ENRA27(1.0),11/09/25 23:00:00,Annual,15 years,Males,Percentage,Switzerland,2019,1.72,,
ESTAT:EDUC_UOE_ENRA27(1.0),11/09/25 23:00:00,Annual,15 years,Males,Percentage,Switzerland,2020,1.74,,
ESTAT:EDUC_UOE_ENRA27(1.0),11/09/25 23:00:00,Annual,15 years,Males,Percentage,Switzerland,2021,1.54,,
ESTAT:EDUC_UOE_ENRA27(1.0),11/09/25 23:00:00,Annual,15 years,Males,Percentage,Switzerland,2022,1.33,,
ESTAT:EDUC_UOE_ENRA27(1.0),11/09/25 23:00:00,Annual,15 years,Males,Percentage,Switzerland,2023,0.54,,
ESTAT:EDUC_UOE_ENRA27(1.0),11/09/25 23:00:00,Annual,15 years,Males,Percentage,Cyprus,2015,0.00,,
ESTAT:EDUC_UOE_ENRA27(1.0),11/09/25 23:00:00,Annual,15 years,Males,Percentage,Cyprus,2016,3.68,,
ESTAT:EDUC_UOE_ENRA27(1.0),11/09/25 23:00:00,Annual,15 years,Males,Percentage,Cyprus,2017,4.44,,
ESTAT:EDUC_UOE_ENRA27(1.0),11/09/25 23:00:00,Annual,15 years,Males,Percentage,Cyprus,2018,1.32,,
ESTAT:EDUC_UOE_ENRA27(1.0),11/09/25 23:00:00,Annual,15 years,Males,Percentage,Cyprus,2019,4.58,,
ESTAT:EDUC_UOE_ENRA27(1.0),11/09/25 23:00:00,Annual,15 years,Males,Percentage,Cyprus,2020,1.26,,
ESTAT:EDUC_UOE_ENRA27(1.0),11/09/25 23:00:00,Annual,15 years,Males,Percentage,Cyprus,2021,0.00,,
ESTAT:EDUC_UOE_ENRA27(1.0),11/09/25 23:00:00,Annual,15 years,Males,Percentage,Cyprus,2022,0.20,,
ESTAT:EDUC_UOE_ENRA27(1.0),11/09/25 23:00:00,Annual,15 years,Males,Percentage,Cyprus,2023,0.00,,
ESTAT:EDUC_UOE_ENRA27(1.0),11/09/25 23:00:00,Annual,15 years,Males,Percentage,Czechia,2015,0.82,,
ESTAT:EDUC_UOE_ENRA27(1.0),11/09/25 23:00:00,Annual,15 years,Males,Percentage,Czechia,2016,0.34,,
ESTAT:EDUC_UOE_ENRA27(1.0),11/09/25 23:00:00,Annual,15 years,Males,Percentage,Czechia,2017,1.34,,
ESTAT:EDUC_UOE_ENRA27(1.0),11/09/25 23:00:00,Annual,15 years,Males,Percentage,Czechia,2018,,d,
ESTAT:EDUC_UOE_ENRA27(1.0),11/09/25 23:00:00,Annual,15 years,Males,Percentage,Czechia,2019,,d,
ESTAT:EDUC_UOE_ENRA27(1.0),11/09/25 23:00:00,Annual,15 years,Males,Percentage,Czechia,2020,,d,
ESTAT:EDUC_UOE_ENRA27(1.0),11/09/25 23:00:00,Annual,15 years,Males,Percentage,Czechia,2021,0.26,,
ESTAT:EDUC_UOE_ENRA27(1.0),11/09/25 23:00:00,Annual,15 years,Males,Percentage,Czechia,2022,0.00,,
ESTAT:EDUC_UOE_ENRA27(1.0),11/09/25 23:00:00,Annual,15 years,Males,Percentage,Czechia,2023,0.59,d,
ESTAT:EDUC_UOE_ENRA27(1.0),11/09/25 23:00:00,Annual,15 years,Males,Percentage,Germany,2015,1.19,d,
ESTAT:EDUC_UOE_ENRA27(1.0),11/09/25 23:00:00,Annual,15 years,Males,Percentage,Germany,2016,3.11,d,
ESTAT:EDUC_UOE_ENRA27(1.0),11/09/25 23:00:00,Annual,15 years,Males,Percentage,Germany,2017,1.95,d,
ESTAT:EDUC_UOE_ENRA27(1.0),11/09/25 23:00:00,Annual,15 years,Males,Percentage,Germany,2018,2.04,d,
ESTAT:EDUC_UOE_ENRA27(1.0),11/09/25 23:00:00,Annual,15 years,Males,Percentage,Germany,2019,2.00,,
ESTAT:EDUC_UOE_ENRA27(1.0),11/09/25 23:00:00,Annual,15 years,Males,Percentage,Germany,2020,2.31,bd,
ESTAT:EDUC_UOE_ENRA27(1.0),11/09/25 23:00:00,Annual,15 years,Males,Percentage,Germany,2021,0.00,,
ESTAT:EDUC_UOE_ENRA27(1.0),11/09/25 23:00:00,Annual,15 years,Males,Percentage,Germany,2022,2.53,,
ESTAT:EDUC_UOE_ENRA27(1.0),11/09/25 23:00:00,Annual,15 years,Males,Percentage,Germany,2023,1.42,,
ESTAT:EDUC_UOE_ENRA27(1.0),11/09/25 23:00:00,Annual,15 years,Males,Percentage,Denmark,2015,0.96,,
ESTAT:EDUC_UOE_ENRA27(1.0),11/09/25 23:00:00,Annual,15 years,Males,Percentage,Denmark,2016,1.22,,
ESTAT:EDUC_UOE_ENRA27(1.0),11/09/25 23:00:00,Annual,15 years,Males,Percentage,Denmark,2017,0.97,,
ESTAT:EDUC_UOE_ENRA27(1.0),11/09/25 23:00:00,Annual,15 years,Males,Percentage,Denmark,2018,0.80,,
ESTAT:EDUC_UOE_ENRA27(1.0),11/09/25 23:00:00,Annual,15 years,Males,Percentage,Denmark,2019,0.83,,
ESTAT:EDUC_UOE_ENRA27(1.0),11/09/25 23:00:00,Annual,15 years,Males,Percentage,Denmark,2020,0.69,,
ESTAT:EDUC_UOE_ENRA27(1.0),11/09/25 23:00:00,Annual,15 years,Males,Percentage,Denmark,2021,0.69,,
ESTAT:EDUC_UOE_ENRA27(1.0),11/09/25 23:00:00,Annual,15 years,Males,Percentage,Denmark,2022,1.03,,
ESTAT:EDUC_UOE_ENRA27(1.0),11/09/25 23:00:00,Annual,15 years,Males,Percentage,Denmark,2023,1.27,,
ESTAT:EDUC_UOE_ENRA27(1.0),11/09/25 23:00:00,Annual,15 years,Males,Percentage,Estonia,2015,2.35,,
ESTAT:EDUC_UOE_ENRA27(1.0),11/09/25 23:00:00,Annual,15 years,Males,Percentage,Estonia,2016,2.22,,
ESTAT:EDUC_UOE_ENRA27(1.0),11/09/25 23:00:00,Annual,15 years,Males,Percentage,Estonia,2017,2.12,,
ESTAT:EDUC_UOE_ENRA27(1.0),11/09/25 23:00:00,Annual,15 years,Males,Percentage,Estonia,2018,2.35,,
ESTAT:EDUC_UOE_ENRA27(1.0),11/09/25 23:00:00,Annual,15 years,Males,Percentage,Estonia,2019,2.29,,
ESTAT:EDUC_UOE_ENRA27(1.0),11/09/25 23:00:00,Annual,15 years,Males,Percentage,Estonia,2020,2.30,,
ESTAT:EDUC_UOE_ENRA27(1.0),11/09/25 23:00:00,Annual,15 years,Males,Percentage,Estonia,2021,1.76,,
ESTAT:EDUC_UOE_ENRA27(1.0),11/09/25 23:00:00,Annual,15 years,Males,Percentage,Estonia,2022,1.54,,
ESTAT:EDUC_UOE_ENRA27(1.0),11/09/25 23:00:00,Annual,15 years,Males,Percentage,Estonia,2023,2.48,,
ESTAT:EDUC_UOE_ENRA27(1.0),11/09/25 23:00:00,Annual,15 years,Males,Percentage,Greece,2015,6.47,,
ESTAT:EDUC_UOE_ENRA27(1.0),11/09/25 23:00:00,Annual,15 years,Males,Percentage,Greece,2016,3.51,,
ESTAT:EDUC_UOE_ENRA27(1.0),11/09/25 23:00:00,Annual,15 years,Males,Percentage,Greece,2017,5.42,,
ESTAT:EDUC_UOE_ENRA27(1.0),11/09/25 23:00:00,Annual,15 years,Males,Percentage,Greece,2018,6.81,,
ESTAT:EDUC_UOE_ENRA27(1.0),11/09/25 23:00:00,Annual,15 years,Males,Percentage,Greece,2019,1.01,,
ESTAT:EDUC_UOE_ENRA27(1.0),11/09/25 23:00:00,Annual,15 years,Males,Percentage,Greece,2020,6.40,,
ESTAT:EDUC_UOE_ENRA27(1.0),11/09/25 23:00:00,Annual,15 years,Males,Percentage,Greece,2021,5.00,,
ESTAT:EDUC_UOE_ENRA27(1.0),11/09/25 23:00:00,Annual,15 years,Males,Percentage,Greece,2022,1.49,,
ESTAT:EDUC_UOE_ENRA27(1.0),11/09/25 23:00:00,Annual,15 years,Males,Percentage,Greece,2023,2.89,,
ESTAT:EDUC_UOE_ENRA27(1.0),11/09/25 23:00:00,Annual,15 years,Males,Percentage,Spain,2015,2.92,,
ESTAT:EDUC_UOE_ENRA27(1.0),11/09/25 23:00:00,Annual,15 years,Males,Percentage,Spain,2016,3.07,,
ESTAT:EDUC_UOE_ENRA27(1.0),11/09/25 23:00:00,Annual,15 years,Males,Percentage,Spain,2017,3.01,,
ESTAT:EDUC_UOE_ENRA27(1.0),11/09/25 23:00:00,Annual,15 years,Males,Percentage,Spain,2018,2.76,,
ESTAT:EDUC_UOE_ENRA27(1.0),11/09/25 23:00:00,Annual,15 years,Males,Percentage,Spain,2019,2.66,,
ESTAT:EDUC_UOE_ENRA27(1.0),11/09/25 23:00:00,Annual,15 years,Males,Percentage,Spain,2020,2.32,,
ESTAT:EDUC_UOE_ENRA27(1.0),11/09/25 23:00:00,Annual,15 years,Males,Percentage,Spain,2021,2.32,,
ESTAT:EDUC_UOE_ENRA27(1.0),11/09/25 23:00:00,Annual,15 years,Males,Percentage,Spain,2022,2.80,,
ESTAT:EDUC_UOE_ENRA27(1.0),11/09/25 23:00:00,Annual,15 years,Males,Percentage,Spain,2023,2.79,,
ESTAT:EDUC_UOE_ENRA27(1.0),11/09/25 23:00:00,Annual,15 years,Males,Percentage,European Union - 27 countries (from 2020),2015,2.75,,
ESTAT:EDUC_UOE_ENRA27(1.0),11/09/25 23:00:00,Annual,15 years,Males,Percentage,European Union - 27 countries (from 2020),2016,3.31,,
ESTAT:EDUC_UOE_ENRA27(1.0),11/09/25 23:00:00,Annual,15 years,Males,Percentage,European Union - 27 countries (from 2020),2017,2.92,,
ESTAT:EDUC_UOE_ENRA27(1.0),11/09/25 23:00:00,Annual,15 years,Males,Percentage,European Union - 27 countries (from 2020),2018,2.73,,
ESTAT:EDUC_UOE_ENRA27(1.0),11/09/25 23:00:00,Annual,15 years,Males,Percentage,European Union - 27 countries (from 2020),2019,2.64,,
ESTAT:EDUC_UOE_ENRA27(1.0),11/09/25 23:00:00,Annual,15 years,Males,Percentage,European Union - 27 countries (from 2020),2020,2.80,,
ESTAT:EDUC_UOE_ENRA27(1.0),11/09/25 23:00:00,Annual,15 years,Males,Percentage,European Union - 27 countries (from 2020),2021,2.24,,
ESTAT:EDUC_UOE_ENRA27(1.0),11/09/25 23:00:00,Annual,15 years,Males,Percentage,European Union - 27 countries (from 2020),2022,2.95,,
ESTAT:EDUC_UOE_ENRA27(1.0),11/09/25 23:00:00,Annual,15 years,Males,Percentage,European Union - 27 countries (from 2020),2023,2.60,,
ESTAT:EDUC_UOE_ENRA27(1.0),11/09/25 23:00:00,Annual,15 years,Males,Percentage,European Union - 28 countries (2013-2020),2015,2.49,,
ESTAT:EDUC_UOE_ENRA27(1.0),11/09/25 23:00:00,Annual,15 years,Males,Percentage,European Union - 28 countries (2013-2020),2016,2.91,,
ESTAT:EDUC_UOE_ENRA27(1.0),11/09/25 23:00:00,Annual,15 years,Males,Percentage,European Union - 28 countries (2013-2020),2017,2.55,,
ESTAT:EDUC_UOE_ENRA27(1.0),11/09/25 23:00:00,Annual,15 years,Males,Percentage,European Union - 28 countries (2013-2020),2018,2.61,,
ESTAT:EDUC_UOE_ENRA27(1.0),11/09/25 23:00:00,Annual,15 years,Males,Percentage,European Union - 28 countries (2013-2020),2019,2.45,,
ESTAT:EDUC_UOE_ENRA27(1.0),11/09/25 23:00:00,Annual,15 years,Males,Percentage,Finland,2015,2.07,,
ESTAT:EDUC_UOE_ENRA27(1.0),11/09/25 23:00:00,Annual,15 years,Males,Percentage,Finland,2016,1.71,,
ESTAT:EDUC_UOE_ENRA27(1.0),11/09/25 23:00:00,Annual,15 years,Males,Percentage,Finland,2017,1.27,,
ESTAT:EDUC_UOE_ENRA27(1.0),11/09/25 23:00:00,Annual,15 years,Males,Percentage,Finland,2018,1.12,,
ESTAT:EDUC_UOE_ENRA27(1.0),11/09/25 23:00:00,Annual,15 years,Males,Percentage,Finland,2019,1.74,,
ESTAT:EDUC_UOE_ENRA27(1.0),11/09/25 23:00:00,Annual,15 years,Males,Percentage,Finland,2020,1.42,,
ESTAT:EDUC_UOE_ENRA27(1.0),11/09/25 23:00:00,Annual,15 years,Males,Percentage,Finland,2021,0.94,,
ESTAT:EDUC_UOE_ENRA27(1.0),11/09/25 23:00:00,Annual,15 years,Males,Percentage,Finland,2022,1.34,,
ESTAT:EDUC_UOE_ENRA27(1.0),11/09/25 23:00:00,Annual,15 years,Males,Percentage,Finland,2023,1.13,,
ESTAT:EDUC_UOE_ENRA27(1.0),11/09/25 23:00:00,Annual,15 years,Males,Percentage,France,2015,2.69,,
ESTAT:EDUC_UOE_ENRA27(1.0),11/09/25 23:00:00,Annual,15 years,Males,Percentage,France,2016,2.87,,
ESTAT:EDUC_UOE_ENRA27(1.0),11/09/25 23:00:00,Annual,15 years,Males,Percentage,France,2017,2.77,,
ESTAT:EDUC_UOE_ENRA27(1.0),11/09/25 23:00:00,Annual,15 years,Males,Percentage,France,2018,2.00,p,
ESTAT:EDUC_UOE_ENRA27(1.0),11/09/25 23:00:00,Annual,15 years,Males,Percentage,France,2019,1.76,,
ESTAT:EDUC_UOE_ENRA27(1.0),11/09/25 23:00:00,Annual,15 years,Males,Percentage,France,2020,2.01,,
ESTAT:EDUC_UOE_ENRA27(1.0),11/09/25 23:00:00,Annual,15 years,Males,Percentage,France,2021,2.45,,
ESTAT:EDUC_UOE_ENRA27(1.0),11/09/25 23:00:00,Annual,15 years,Males,Percentage,France,2022,2.58,,
ESTAT:EDUC_UOE_ENRA27(1.0),11/09/25 23:00:00,Annual,15 years,Males,Percentage,France,2023,2.37,bdp,
ESTAT:EDUC_UOE_ENRA27(1.0),11/09/25 23:00:00,Annual,15 years,Males,Percentage,Croatia,2015,0.00,,
ESTAT:EDUC_UOE_ENRA27(1.0),11/09/25 23:00:00,Annual,15 years,Males,Percentage,Croatia,2016,0.00,,
ESTAT:EDUC_UOE_ENRA27(1.0),11/09/25 23:00:00,Annual,15 years,Males,Percentage,Croatia,2017,0.00,,
ESTAT:EDUC_UOE_ENRA27(1.0),11/09/25 23:00:00,Annual,15 years,Males,Percentage,Croatia,2018,0.00,,
ESTAT:EDUC_UOE_ENRA27(1.0),11/09/25 23:00:00,Annual,15 years,Males,Percentage,Croatia,2019,0.00,,
ESTAT:EDUC_UOE_ENRA27(1.0),11/09/25 23:00:00,Annual,15 years,Males,Percentage,Croatia,2020,0.00,,
ESTAT:EDUC_UOE_ENRA27(1.0),11/09/25 23:00:00,Annual,15 years,Males,Percentage,Croatia,2021,0.00,,
ESTAT:EDUC_UOE_ENRA27(1.0),11/09/25 23:00:00,Annual,15 years,Males,Percentage,Croatia,2022,0.00,,
ESTAT:EDUC_UOE_ENRA27(1.0),11/09/25 23:00:00,Annual,15 years,Males,Percentage,Croatia,2023,0.00,,
ESTAT:EDUC_UOE_ENRA27(1.0),11/09/25 23:00:00,Annual,15 years,Males,Percentage,Hungary,2015,2.60,,
ESTAT:EDUC_UOE_ENRA27(1.0),11/09/25 23:00:00,Annual,15 years,Males,Percentage,Hungary,2016,4.01,,
ESTAT:EDUC_UOE_ENRA27(1.0),11/09/25 23:00:00,Annual,15 years,Males,Percentage,Hungary,2017,2.31,,
ESTAT:EDUC_UOE_ENRA27(1.0),11/09/25 23:00:00,Annual,15 years,Males,Percentage,Hungary,2018,3.88,,
ESTAT:EDUC_UOE_ENRA27(1.0),11/09/25 23:00:00,Annual,15 years,Males,Percentage,Hungary,2019,3.81,,
ESTAT:EDUC_UOE_ENRA27(1.0),11/09/25 23:00:00,Annual,15 years,Males,Percentage,Hungary,2020,3.69,,
ESTAT:EDUC_UOE_ENRA27(1.0),11/09/25 23:00:00,Annual,15 years,Males,Percentage,Hungary,2021,6.15,,
ESTAT:EDUC_UOE_ENRA27(1.0),11/09/25 23:00:00,Annual,15 years,Males,Percentage,Hungary,2022,7.08,,
ESTAT:EDUC_UOE_ENRA27(1.0),11/09/25 23:00:00,Annual,15 years,Males,Percentage,Hungary,2023,3.34,,
ESTAT:EDUC_UOE_ENRA27(1.0),11/09/25 23:00:00,Annual,15 years,Males,Percentage,Ireland,2015,0.00,d,
ESTAT:EDUC_UOE_ENRA27(1.0),11/09/25 23:00:00,Annual,15 years,Males,Percentage,Ireland,2016,0.00,d,
ESTAT:EDUC_UOE_ENRA27(1.0),11/09/25 23:00:00,Annual,15 years,Males,Percentage,Ireland,2017,0.00,d,
ESTAT:EDUC_UOE_ENRA27(1.0),11/09/25 23:00:00,Annual,15 years,Males,Percentage,Ireland,2018,0.00,d,
ESTAT:EDUC_UOE_ENRA27(1.0),11/09/25 23:00:00,Annual,15 years,Males,Percentage,Ireland,2019,0.00,,
ESTAT:EDUC_UOE_ENRA27(1.0),11/09/25 23:00:00,Annual,15 years,Males,Percentage,Ireland,2020,0.00,,
ESTAT:EDUC_UOE_ENRA27(1.0),11/09/25 23:00:00,Annual,15 years,Males,Percentage,Ireland,2021,0.00,,
ESTAT:EDUC_UOE_ENRA27(1.0),11/09/25 23:00:00,Annual,15 years,Males,Percentage,Ireland,2022,0.00,,
ESTAT:EDUC_UOE_ENRA27(1.0),11/09/25 23:00:00,Annual,15 years,Males,Percentage,Ireland,2023,0.00,,
ESTAT:EDUC_UOE_ENRA27(1.0),11/09/25 23:00:00,Annual,15 years,Males,Percentage,Iceland,2015,0.57,,
ESTAT:EDUC_UOE_ENRA27(1.0),11/09/25 23:00:00,Annual,15 years,Males,Percentage,Iceland,2016,0.58,,
ESTAT:EDUC_UOE_ENRA27(1.0),11/09/25 23:00:00,Annual,15 years,Males,Percentage,Iceland,2017,0.19,,
ESTAT:EDUC_UOE_ENRA27(1.0),11/09/25 23:00:00,Annual,15 years,Males,Percentage,Iceland,2018,1.28,,
