DATAFLOW,LAST UPDATE,freq,sex,age,isced11,training,geo,unit,TIME_PERIOD,OBS_VALUE,OBS_FLAG,CONF_STATUS
ESTAT:LFSO_24EAB01$DEFAULTVIEW(1.0),15/12/25 11:00:00,Annual,Males,From 20 to 24 years,Upper secondary and post-secondary non-tertiary education - vocational (levels 35 and 45),Formal education or training abandoned (one or more),European Union - 27 countries (from 2020),Thousand persons,2024,449.6,,
ESTAT:LFSO_24EAB01$DEFAULTVIEW(1.0),15/12/25 11:00:00,Annual,Males,From 20 to 24 years,Upper secondary and post-secondary non-tertiary education - vocational (levels 35 and 45),Formal education or training abandoned (one or more),Finland,Percentage,2024,13.2,,
ESTAT:LFSO_24EAB01$DEFAULTVIEW(1.0),15/12/25 11:00:00,Annual,Males,From 20 to 24 years,Upper secondary and post-secondary non-tertiary education - vocational (levels 35 and 45),Formal education or training abandoned (one or more),Finland,Thousand persons,2024,7.5,,
ESTAT:LFSO_24EAB01$DEFAULTVIEW(1.0),15/12/25 11:00:00,Annual,Males,From 20 to 24 years,Upper secondary and post-secondary non-tertiary education - vocational (levels 35 and 45),Formal education or training abandoned (one or more),France,Percentage,2024,20.8,,
ESTAT:LFSO_24EAB01$DEFAULTVIEW(1.0),15/12/25 11:00:00,Annual,Males,From 20 to 24 years,Upper secondary and post-secondary non-tertiary education - vocational (levels 35 and 45),Formal education or training abandoned (one or more),France,Thousand persons,2024,108.8,,
ESTAT:LFSO_24EAB01$DEFAULTVIEW(1.0),15/12/25 11:00:00,Annual,Males,From 20 to 24 years,Upper secondary and post-secondary non-tertiary education - vocational (levels 35 and 45),Formal education or training abandoned (one or more),Croatia,Percentage,2024,7.8,u,
ESTAT:LFSO_24EAB01$DEFAULTVIEW(1.0),15/12/25 11:00:00,Annual,Males,From 20 to 24 years,Upper secondary and post-secondary non-tertiary education - vocational (levels 35 and 45),Formal education or training abandoned (one or more),Croatia,Thousand persons,2024,5.4,u,
ESTAT:LFSO_24EAB01$DEFAULTVIEW(1.0),15/12/25 11:00:00,Annual,Males,From 20 to 24 years,Upper secondary and post-secondary non-tertiary education - vocational (levels 35 and 45),Formal education or training abandoned (one or more),Hungary,Percentage,2024,3.8,u,
ESTAT:LFSO_24EAB01$DEFAULTVIEW(1.0),15/12/25 11:00:00,Annual,Males,From 20 to 24 years,Upper secondary and post-secondary non-tertiary education - vocational (levels 35 and 45),Formal education or training abandoned (one or more),Hungary,Thousand persons,2024,3.9,u,
ESTAT:LFSO_24EAB01$DEFAULTVIEW(1.0),15/12/25 11:00:00,Annual,Males,From 20 to 24 years,Upper secondary and post-secondary non-tertiary education - vocational (levels 35 and 45),Formal education or training abandoned (one or more),Ireland,Percentage,2024,,u,
ESTAT:LFSO_24EAB01$DEFAULTVIEW(1.0),15/12/25 11:00:00,Annual,Males,From 20 to 24 years,Upper secondary and post-secondary non-tertiary education - vocational (levels 35 and 45),Formal education or training abandoned (one or more),Ireland,Thousand persons,2024,,u,
ESTAT:LFSO_24EAB01$DEFAULTVIEW(1.0),15/12/25 11:00:00,Annual,Males,From 20 to 24 years,Upper secondary and post-secondary non-tertiary education - vocational (levels 35 and 45),Formal education or training abandoned (one or more),Italy,Percentage,2024,7.1,,
ESTAT:LFSO_24EAB01$DEFAULTVIEW(1.0),15/12/25 11:00:00,Annual,Males,From 20 to 24 years,Upper secondary and post-secondary non-tertiary education - vocational (levels 35 and 45),Formal education or training abandoned (one or more),Italy,Thousand persons,2024,50.7,,
ESTAT:LFSO_24EAB01$DEFAULTVIEW(1.0),15/12/25 11:00:00,Annual,Males,From 20 to 24 years,Upper secondary and post-secondary non-tertiary education - vocational (levels 35 and 45),Formal education or training abandoned (one or more),Luxembourg,Percentage,2024,36.6,,
ESTAT:LFSO_24EAB01$DEFAULTVIEW(1.0),15/12/25 11:00:00,Annual,Males,From 20 to 24 years,Upper secondary and post-secondary non-tertiary education - vocational (levels 35 and 45),Formal education or training abandoned (one or more),Luxembourg,Thousand persons,2024,3.5,,
ESTAT:LFSO_24EAB01$DEFAULTVIEW(1.0),15/12/25 11:00:00,Annual,Males,From 20 to 24 years,Upper secondary and post-secondary non-tertiary education - vocational (levels 35 and 45),Formal education or training abandoned (one or more),Latvia,Percentage,2024,,u,
ESTAT:LFSO_24EAB01$DEFAULTVIEW(1.0),15/12/25 11:00:00,Annual,Males,From 20 to 24 years,Upper secondary and post-secondary non-tertiary education - vocational (levels 35 and 45),Formal education or training abandoned (one or more),Latvia,Thousand persons,2024,,u,
ESTAT:LFSO_24EAB01$DEFAULTVIEW(1.0),15/12/25 11:00:00,Annual,Males,From 20 to 24 years,Upper secondary and post-secondary non-tertiary education - vocational (levels 35 and 45),Formal education or training abandoned (one or more),North Macedonia,Percentage,2024,7.7,,
ESTAT:LFSO_24EAB01$DEFAULTVIEW(1.0),15/12/25 11:00:00,Annual,Males,From 20 to 24 years,Upper secondary and post-secondary non-tertiary education - vocational (levels 35 and 45),Formal education or training abandoned (one or more),North Macedonia,Thousand persons,2024,2.4,,
ESTAT:LFSO_24EAB01$DEFAULTVIEW(1.0),15/12/25 11:00:00,Annual,Males,From 20 to 24 years,Upper secondary and post-secondary non-tertiary education - vocational (levels 35 and 45),Formal education or training abandoned (one or more),Malta,Percentage,2024,,u,
ESTAT:LFSO_24EAB01$DEFAULTVIEW(1.0),15/12/25 11:00:00,Annual,Males,From 20 to 24 years,Upper secondary and post-secondary non-tertiary education - vocational (levels 35 and 45),Formal education or training abandoned (one or more),Malta,Thousand persons,2024,,u,
ESTAT:LFSO_24EAB01$DEFAULTVIEW(1.0),15/12/25 11:00:00,Annual,Males,From 20 to 24 years,Upper secondary and post-secondary non-tertiary education - vocational (levels 35 and 45),Formal education or training abandoned (one or more),Netherlands,Percentage,2024,37.8,,
ESTAT:LFSO_24EAB01$DEFAULTVIEW(1.0),15/12/25 11:00:00,Annual,Males,From 20 to 24 years,Upper secondary and post-secondary non-tertiary education - vocational (levels 35 and 45),Formal education or training abandoned (one or more),Netherlands,Thousand persons,2024,58.1,,
ESTAT:LFSO_24EAB01$DEFAULTVIEW(1.0),15/12/25 11:00:00,Annual,Males,From 20 to 24 years,Upper secondary and post-secondary non-tertiary education - vocational (levels 35 and 45),Formal education or training abandoned (one or more),Norway,Percentage,2024,,u,
ESTAT:LFSO_24EAB01$DEFAULTVIEW(1.0),15/12/25 11:00:00,Annual,Males,From 20 to 24 years,Upper secondary and post-secondary non-tertiary education - vocational (levels 35 and 45),Formal education or training abandoned (one or more),Norway,Thousand persons,2024,,u,
ESTAT:LFSO_24EAB01$DEFAULTVIEW(1.0),15/12/25 11:00:00,Annual,Males,From 20 to 24 years,Upper secondary and post-secondary non-tertiary education - vocational (levels 35 and 45),Formal education or training abandoned (one or more),Poland,Percentage,2024,6.5,,
ESTAT:LFSO_24EAB01$DEFAULTVIEW(1.0),15/12/25 11:00:00,Annual,Males,From 20 to 24 years,Upper secondary and post-secondary non-tertiary education - vocational (levels 35 and 45),Formal education or training abandoned (one or more),Poland,Thousand persons,2024,26.4,,
ESTAT:LFSO_24EAB01$DEFAULTVIEW(1.0),15/12/25 11:00:00,Annual,Males,From 20 to 24 years,Upper secondary and post-secondary non-tertiary education - vocational (levels 35 and 45),Formal education or training abandoned (one or more),Portugal,Percentage,2024,12.8,u,
ESTAT:LFSO_24EAB01$DEFAULTVIEW(1.0),15/12/25 11:00:00,Annual,Males,From 20 to 24 years,Upper secondary and post-secondary non-tertiary education - vocational (levels 35 and 45),Formal education or training abandoned (one or more),Portugal,Thousand persons,2024,9.0,u,
ESTAT:LFSO_24EAB01$DEFAULTVIEW(1.0),15/12/25 11:00:00,Annual,Males,From 20 to 24 years,Upper secondary and post-secondary non-tertiary education - vocational (levels 35 and 45),Formal education or training abandoned (one or more),Romania,Percentage,2024,,u,
ESTAT:LFSO_24EAB01$DEFAULTVIEW(1.0),15/12/25 11:00:00,Annual,Males,From 20 to 24 years,Upper secondary and post-secondary non-tertiary education - vocational (levels 35 and 45),Formal education or training abandoned (one or more),Romania,Thousand persons,2024,,u,
ESTAT:LFSO_24EAB01$DEFAULTVIEW(1.0),15/12/25 11:00:00,Annual,Males,From 20 to 24 years,Upper secondary and post-secondary non-tertiary education - vocational (levels 35 and 45),Formal education or training abandoned (one or more),Sweden,Percentage,2024,,u,
ESTAT:LFSO_24EAB01$DEFAULTVIEW(1.0),15/12/25 11:00:00,Annual,Males,From 20 to 24 years,Upper secondary and post-secondary non-tertiary education - vocational (levels 35 and 45),Formal education or training abandoned (one or more),Sweden,Thousand persons,2024,,u,
ESTAT:LFSO_24EAB01$DEFAULTVIEW(1.0),15/12/25 11:00:00,Annual,Males,From 20 to 24 years,Upper secondary and post-secondary non-tertiary education - vocational (levels 35 and 45),Formal education or training abandoned (one or more),Slovenia,Percentage,2024,16.6,u,
ESTAT:LFSO_24EAB01$DEFAULTVIEW(1.0),15/12/25 11:00:00,Annual,Males,From 20 to 24 years,Upper secondary and post-secondary non-tertiary education - vocational (levels 35 and 45),Formal education or training abandoned (one or more),Slovenia,Thousand persons,2024,5.6,u,
ESTAT:LFSO_24EAB01$DEFAULTVIEW(1.0),15/12/25 11:00:00,Annual,Males,From 20 to 24 years,Upper secondary and post-secondary non-tertiary education - vocational (levels 35 and 45),Formal education or training abandoned (one or more),Slovakia,Percentage,2024,10.1,u,
ESTAT:LFSO_24EAB01$DEFAULTVIEW(1.0),15/12/25 11:00:00,Annual,Males,From 20 to 24 years,Upper secondary and post-secondary non-tertiary education - vocational (levels 35 and 45),Formal education or training abandoned (one or more),Slovakia,Thousand persons,2024,7.3,u,
ESTAT:LFSO_24EAB01$DEFAULTVIEW(1.0),15/12/25 11:00:00,Annual,Males,From 20 to 24 years,Upper secondary and post-secondary non-tertiary education - vocational (levels 35 and 45),No formal education or training abandoned,Austria,Percentage,2024,82.9,,
ESTAT:LFSO_24EAB01$DEFAULTVIEW(1.0),15/12/25 11:00:00,Annual,Males,From 20 to 24 years,Upper secondary and post-secondary non-tertiary education - vocational (levels 35 and 45),No formal education or training abandoned,Austria,Thousand persons,2024,77.1,,
ESTAT:LFSO_24EAB01$DEFAULTVIEW(1.0),15/12/25 11:00:00,Annual,Males,From 20 to 24 years,Upper secondary and post-secondary non-tertiary education - vocational (levels 35 and 45),No formal education or training abandoned,Belgium,Percentage,2024,76.4,,
ESTAT:LFSO_24EAB01$DEFAULTVIEW(1.0),15/12/25 11:00:00,Annual,Males,From 20 to 24 years,Upper secondary and post-secondary non-tertiary education - vocational (levels 35 and 45),No formal education or training abandoned,Belgium,Thousand persons,2024,83.8,,
ESTAT:LFSO_24EAB01$DEFAULTVIEW(1.0),15/12/25 11:00:00,Annual,Males,From 20 to 24 years,Upper secondary and post-secondary non-tertiary education - vocational (levels 35 and 45),No formal education or training abandoned,Bulgaria,Percentage,2024,95.3,,
ESTAT:LFSO_24EAB01$DEFAULTVIEW(1.0),15/12/25 11:00:00,Annual,Males,From 20 to 24 years,Upper secondary and post-secondary non-tertiary education - vocational (levels 35 and 45),No formal education or training abandoned,Bulgaria,Thousand persons,2024,39.1,,
ESTAT:LFSO_24EAB01$DEFAULTVIEW(1.0),15/12/25 11:00:00,Annual,Males,From 20 to 24 years,Upper secondary and post-secondary non-tertiary education - vocational (levels 35 and 45),No formal education or training abandoned,Cyprus,Percentage,2024,94.6,,
ESTAT:LFSO_24EAB01$DEFAULTVIEW(1.0),15/12/25 11:00:00,Annual,Males,From 20 to 24 years,Upper secondary and post-secondary non-tertiary education - vocational (levels 35 and 45),No formal education or training abandoned,Cyprus,Thousand persons,2024,4.7,,
ESTAT:LFSO_24EAB01$DEFAULTVIEW(1.0),15/12/25 11:00:00,Annual,Males,From 20 to 24 years,Upper secondary and post-secondary non-tertiary education - vocational (levels 35 and 45),No formal education or training abandoned,Czechia,Percentage,2024,89.8,,
ESTAT:LFSO_24EAB01$DEFAULTVIEW(1.0),15/12/25 11:00:00,Annual,Males,From 20 to 24 years,Upper secondary and post-secondary non-tertiary education - vocational (levels 35 and 45),No formal education or training abandoned,Czechia,Thousand persons,2024,133.0,,
ESTAT:LFSO_24EAB01$DEFAULTVIEW(1.0),15/12/25 11:00:00,Annual,Males,From 20 to 24 years,Upper secondary and post-secondary non-tertiary education - vocational (levels 35 and 45),No formal education or training abandoned,Germany,Percentage,2024,90.6,,
ESTAT:LFSO_24EAB01$DEFAULTVIEW(1.0),15/12/25 11:00:00,Annual,Males,From 20 to 24 years,Upper secondary and post-secondary non-tertiary education - vocational (levels 35 and 45),No formal education or training abandoned,Germany,Thousand persons,2024,471.3,,
ESTAT:LFSO_24EAB01$DEFAULTVIEW(1.0),15/12/25 11:00:00,Annual,Males,From 20 to 24 years,Upper secondary and post-secondary non-tertiary education - vocational (levels 35 and 45),No formal education or training abandoned,Denmark,Percentage,2024,81.6,,
ESTAT:LFSO_24EAB01$DEFAULTVIEW(1.0),15/12/25 11:00:00,Annual,Males,From 20 to 24 years,Upper secondary and post-secondary non-tertiary education - vocational (levels 35 and 45),No formal education or training abandoned,Denmark,Thousand persons,2024,21.4,,
ESTAT:LFSO_24EAB01$DEFAULTVIEW(1.0),15/12/25 11:00:00,Annual,Males,From 20 to 24 years,Upper secondary and post-secondary non-tertiary education - vocational (levels 35 and 45),No formal education or training abandoned,Euro area – 20 countries (2023-2025),Percentage,2024,85.8,,
ESTAT:LFSO_24EAB01$DEFAULTVIEW(1.0),15/12/25 11:00:00,Annual,Males,From 20 to 24 years,Upper secondary and post-secondary non-tertiary education - vocational (levels 35 and 45),No formal education or training abandoned,Euro area – 20 countries (2023-2025),Thousand persons,2024,2353.1,,
ESTAT:LFSO_24EAB01$DEFAULTVIEW(1.0),15/12/25 11:00:00,Annual,Males,From 20 to 24 years,Upper secondary and post-secondary non-tertiary education - vocational (levels 35 and 45),No formal education or training abandoned,Estonia,Percentage,2024,88.3,,
ESTAT:LFSO_24EAB01$DEFAULTVIEW(1.0),15/12/25 11:00:00,Annual,Males,From 20 to 24 years,Upper secondary and post-secondary non-tertiary education - vocational (levels 35 and 45),No formal education or training abandoned,Estonia,Thousand persons,2024,8.2,,
ESTAT:LFSO_24EAB01$DEFAULTVIEW(1.0),15/12/25 11:00:00,Annual,Males,From 20 to 24 years,Upper secondary and post-secondary non-tertiary education - vocational (levels 35 and 45),No formal education or training abandoned,Greece,Percentage,2024,97.1,,
ESTAT:LFSO_24EAB01$DEFAULTVIEW(1.0),15/12/25 11:00:00,Annual,Males,From 20 to 24 years,Upper secondary and post-secondary non-tertiary education - vocational (levels 35 and 45),No formal education or training abandoned,Greece,Thousand persons,2024,53.2,,
ESTAT:LFSO_24EAB01$DEFAULTVIEW(1.0),15/12/25 11:00:00,Annual,Males,From 20 to 24 years,Upper secondary and post-secondary non-tertiary education - vocational (levels 35 and 45),No formal education or training abandoned,Spain,Percentage,2024,81.8,,
ESTAT:LFSO_24EAB01$DEFAULTVIEW(1.0),15/12/25 11:00:00,Annual,Males,From 20 to 24 years,Upper secondary and post-secondary non-tertiary education - vocational (levels 35 and 45),No formal education or training abandoned,Spain,Thousand persons,2024,162.0,,
ESTAT:LFSO_24EAB01$DEFAULTVIEW(1.0),15/12/25 11:00:00,Annual,Males,From 20 to 24 years,Upper secondary and post-secondary non-tertiary education - vocational (levels 35 and 45),No formal education or training abandoned,European Union - 27 countries (from 2020),Percentage,2024,88.4,,
ESTAT:LFSO_24EAB01$DEFAULTVIEW(1.0),15/12/25 11:00:00,Annual,Males,From 20 to 24 years,Upper secondary and post-secondary non-tertiary education - vocational (levels 35 and 45),No formal education or training abandoned,European Union - 27 countries (from 2020),Thousand persons,2024,3433.3,,
ESTAT:LFSO_24EAB01$DEFAULTVIEW(1.0),15/12/25 11:00:00,Annual,Males,From 20 to 24 years,Upper secondary and post-secondary non-tertiary education - vocational (levels 35 and 45),No formal education or training abandoned,Finland,Percentage,2024,86.8,,
ESTAT:LFSO_24EAB01$DEFAULTVIEW(1.0),15/12/25 11:00:00,Annual,Males,From 20 to 24 years,Upper secondary and post-secondary non-tertiary education - vocational (levels 35 and 45),No formal education or training abandoned,Finland,Thousand persons,2024,49.3,,
ESTAT:LFSO_24EAB01$DEFAULTVIEW(1.0),15/12/25 11:00:00,Annual,Males,From 20 to 24 years,Upper secondary and post-secondary non-tertiary education - vocational (levels 35 and 45),No formal education or training abandoned,France,Percentage,2024,79.2,,
ESTAT:LFSO_24EAB01$DEFAULTVIEW(1.0),15/12/25 11:00:00,Annual,Males,From 20 to 24 years,Upper secondary and post-secondary non-tertiary education - vocational (levels 35 and 45),No formal education or training abandoned,France,Thousand persons,2024,414.4,,
ESTAT:LFSO_24EAB01$DEFAULTVIEW(1.0),15/12/25 11:00:00,Annual,Males,From 20 to 24 years,Upper secondary and post-secondary non-tertiary education - vocational (levels 35 and 45),No formal education or training abandoned,Croatia,Percentage,2024,92.2,,
ESTAT:LFSO_24EAB01$DEFAULTVIEW(1.0),15/12/25 11:00:00,Annual,Males,From 20 to 24 years,Upper secondary and post-secondary non-tertiary education - vocational (levels 35 and 45),No formal education or training abandoned,Croatia,Thousand persons,2024,64.5,,
ESTAT:LFSO_24EAB01$DEFAULTVIEW(1.0),15/12/25 11:00:00,Annual,Males,From 20 to 24 years,Upper secondary and post-secondary non-tertiary education - vocational (levels 35 and 45),No formal education or training abandoned,Hungary,Percentage,2024,96.2,,
ESTAT:LFSO_24EAB01$DEFAULTVIEW(1.0),15/12/25 11:00:00,Annual,Males,From 20 to 24 years,Upper secondary and post-secondary non-tertiary education - vocational (levels 35 and 45),No formal education or training abandoned,Hungary,Thousand persons,2024,97.9,,
