DATAFLOW,LAST UPDATE,freq,sex,age,isced11,training,geo,unit,TIME_PERIOD,OBS_VALUE,OBS_FLAG,CONF_STATUS
ESTAT:LFSO_24EAB01$DEFAULTVIEW(1.0),15/12/25 11:00:00,Annual,Males,From 20 to 24 years,Upper secondary and post-secondary non-tertiary education - general (levels 34 and 44),No formal education or training abandoned,Ireland,Percentage,2024,83.8,,
ESTAT:LFSO_24EAB01$DEFAULTVIEW(1.0),15/12/25 11:00:00,Annual,Males,From 20 to 24 years,Upper secondary and post-secondary non-tertiary education - general (levels 34 and 44),No formal education or training abandoned,Ireland,Thousand persons,2024,75.2,,
ESTAT:LFSO_24EAB01$DEFAULTVIEW(1.0),15/12/25 11:00:00,Annual,Males,From 20 to 24 years,Upper secondary and post-secondary non-tertiary education - general (levels 34 and 44),No formal education or training abandoned,Italy,Percentage,2024,93.6,,
ESTAT:LFSO_24EAB01$DEFAULTVIEW(1.0),15/12/25 11:00:00,Annual,Males,From 20 to 24 years,Upper secondary and post-secondary non-tertiary education - general (levels 34 and 44),No formal education or training abandoned,Italy,Thousand persons,2024,402.5,,
ESTAT:LFSO_24EAB01$DEFAULTVIEW(1.0),15/12/25 11:00:00,Annual,Males,From 20 to 24 years,Upper secondary and post-secondary non-tertiary education - general (levels 34 and 44),No formal education or training abandoned,Lithuania,Percentage,2024,81.7,,
ESTAT:LFSO_24EAB01$DEFAULTVIEW(1.0),15/12/25 11:00:00,Annual,Males,From 20 to 24 years,Upper secondary and post-secondary non-tertiary education - general (levels 34 and 44),No formal education or training abandoned,Lithuania,Thousand persons,2024,27.1,,
ESTAT:LFSO_24EAB01$DEFAULTVIEW(1.0),15/12/25 11:00:00,Annual,Males,From 20 to 24 years,Upper secondary and post-secondary non-tertiary education - general (levels 34 and 44),No formal education or training abandoned,Luxembourg,Percentage,2024,,u,
ESTAT:LFSO_24EAB01$DEFAULTVIEW(1.0),15/12/25 11:00:00,Annual,Males,From 20 to 24 years,Upper secondary and post-secondary non-tertiary education - general (levels 34 and 44),No formal education or training abandoned,Luxembourg,Thousand persons,2024,,u,
ESTAT:LFSO_24EAB01$DEFAULTVIEW(1.0),15/12/25 11:00:00,Annual,Males,From 20 to 24 years,Upper secondary and post-secondary non-tertiary education - general (levels 34 and 44),No formal education or training abandoned,Latvia,Percentage,2024,84.4,,
ESTAT:LFSO_24EAB01$DEFAULTVIEW(1.0),15/12/25 11:00:00,Annual,Males,From 20 to 24 years,Upper secondary and post-secondary non-tertiary education - general (levels 34 and 44),No formal education or training abandoned,Latvia,Thousand persons,2024,19.0,,
ESTAT:LFSO_24EAB01$DEFAULTVIEW(1.0),15/12/25 11:00:00,Annual,Males,From 20 to 24 years,Upper secondary and post-secondary non-tertiary education - general (levels 34 and 44),No formal education or training abandoned,North Macedonia,Percentage,2024,92.6,,
ESTAT:LFSO_24EAB01$DEFAULTVIEW(1.0),15/12/25 11:00:00,Annual,Males,From 20 to 24 years,Upper secondary and post-secondary non-tertiary education - general (levels 34 and 44),No formal education or training abandoned,North Macedonia,Thousand persons,2024,13.3,,
ESTAT:LFSO_24EAB01$DEFAULTVIEW(1.0),15/12/25 11:00:00,Annual,Males,From 20 to 24 years,Upper secondary and post-secondary non-tertiary education - general (levels 34 and 44),No formal education or training abandoned,Malta,Percentage,2024,83.2,,
ESTAT:LFSO_24EAB01$DEFAULTVIEW(1.0),15/12/25 11:00:00,Annual,Males,From 20 to 24 years,Upper secondary and post-secondary non-tertiary education - general (levels 34 and 44),No formal education or training abandoned,Malta,Thousand persons,2024,5.6,,
ESTAT:LFSO_24EAB01$DEFAULTVIEW(1.0),15/12/25 11:00:00,Annual,Males,From 20 to 24 years,Upper secondary and post-secondary non-tertiary education - general (levels 34 and 44),No formal education or training abandoned,Netherlands,Percentage,2024,52.8,,
ESTAT:LFSO_24EAB01$DEFAULTVIEW(1.0),15/12/25 11:00:00,Annual,Males,From 20 to 24 years,Upper secondary and post-secondary non-tertiary education - general (levels 34 and 44),No formal education or training abandoned,Netherlands,Thousand persons,2024,97.7,,
ESTAT:LFSO_24EAB01$DEFAULTVIEW(1.0),15/12/25 11:00:00,Annual,Males,From 20 to 24 years,Upper secondary and post-secondary non-tertiary education - general (levels 34 and 44),No formal education or training abandoned,Norway,Percentage,2024,68.2,,
ESTAT:LFSO_24EAB01$DEFAULTVIEW(1.0),15/12/25 11:00:00,Annual,Males,From 20 to 24 years,Upper secondary and post-secondary non-tertiary education - general (levels 34 and 44),No formal education or training abandoned,Norway,Thousand persons,2024,43.1,,
ESTAT:LFSO_24EAB01$DEFAULTVIEW(1.0),15/12/25 11:00:00,Annual,Males,From 20 to 24 years,Upper secondary and post-secondary non-tertiary education - general (levels 34 and 44),No formal education or training abandoned,Poland,Percentage,2024,90.8,,
ESTAT:LFSO_24EAB01$DEFAULTVIEW(1.0),15/12/25 11:00:00,Annual,Males,From 20 to 24 years,Upper secondary and post-secondary non-tertiary education - general (levels 34 and 44),No formal education or training abandoned,Poland,Thousand persons,2024,272.6,,
ESTAT:LFSO_24EAB01$DEFAULTVIEW(1.0),15/12/25 11:00:00,Annual,Males,From 20 to 24 years,Upper secondary and post-secondary non-tertiary education - general (levels 34 and 44),No formal education or training abandoned,Portugal,Percentage,2024,83.2,,
ESTAT:LFSO_24EAB01$DEFAULTVIEW(1.0),15/12/25 11:00:00,Annual,Males,From 20 to 24 years,Upper secondary and post-secondary non-tertiary education - general (levels 34 and 44),No formal education or training abandoned,Portugal,Thousand persons,2024,93.1,,
ESTAT:LFSO_24EAB01$DEFAULTVIEW(1.0),15/12/25 11:00:00,Annual,Males,From 20 to 24 years,Upper secondary and post-secondary non-tertiary education - general (levels 34 and 44),No formal education or training abandoned,Romania,Percentage,2024,100.0,,
ESTAT:LFSO_24EAB01$DEFAULTVIEW(1.0),15/12/25 11:00:00,Annual,Males,From 20 to 24 years,Upper secondary and post-secondary non-tertiary education - general (levels 34 and 44),No formal education or training abandoned,Romania,Thousand persons,2024,45.6,,
ESTAT:LFSO_24EAB01$DEFAULTVIEW(1.0),15/12/25 11:00:00,Annual,Males,From 20 to 24 years,Upper secondary and post-secondary non-tertiary education - general (levels 34 and 44),No formal education or training abandoned,Sweden,Percentage,2024,80.1,,
ESTAT:LFSO_24EAB01$DEFAULTVIEW(1.0),15/12/25 11:00:00,Annual,Males,From 20 to 24 years,Upper secondary and post-secondary non-tertiary education - general (levels 34 and 44),No formal education or training abandoned,Sweden,Thousand persons,2024,114.7,,
ESTAT:LFSO_24EAB01$DEFAULTVIEW(1.0),15/12/25 11:00:00,Annual,Males,From 20 to 24 years,Upper secondary and post-secondary non-tertiary education - general (levels 34 and 44),No formal education or training abandoned,Slovenia,Percentage,2024,85.9,u,
ESTAT:LFSO_24EAB01$DEFAULTVIEW(1.0),15/12/25 11:00:00,Annual,Males,From 20 to 24 years,Upper secondary and post-secondary non-tertiary education - general (levels 34 and 44),No formal education or training abandoned,Slovenia,Thousand persons,2024,7.6,u,
ESTAT:LFSO_24EAB01$DEFAULTVIEW(1.0),15/12/25 11:00:00,Annual,Males,From 20 to 24 years,Upper secondary and post-secondary non-tertiary education - general (levels 34 and 44),No formal education or training abandoned,Slovakia,Percentage,2024,82.3,,
ESTAT:LFSO_24EAB01$DEFAULTVIEW(1.0),15/12/25 11:00:00,Annual,Males,From 20 to 24 years,Upper secondary and post-secondary non-tertiary education - general (levels 34 and 44),No formal education or training abandoned,Slovakia,Thousand persons,2024,23.0,,
ESTAT:LFSO_24EAB01$DEFAULTVIEW(1.0),15/12/25 11:00:00,Annual,Males,From 20 to 24 years,Upper secondary and post-secondary non-tertiary education - general (levels 34 and 44),Total,Austria,Percentage,2024,100.0,,
ESTAT:LFSO_24EAB01$DEFAULTVIEW(1.0),15/12/25 11:00:00,Annual,Males,From 20 to 24 years,Upper secondary and post-secondary non-tertiary education - general (levels 34 and 44),Total,Austria,Thousand persons,2024,45.0,,
ESTAT:LFSO_24EAB01$DEFAULTVIEW(1.0),15/12/25 11:00:00,Annual,Males,From 20 to 24 years,Upper secondary and post-secondary non-tertiary education - general (levels 34 and 44),Total,Belgium,Percentage,2024,100.0,,
ESTAT:LFSO_24EAB01$DEFAULTVIEW(1.0),15/12/25 11:00:00,Annual,Males,From 20 to 24 years,Upper secondary and post-secondary non-tertiary education - general (levels 34 and 44),Total,Belgium,Thousand persons,2024,113.7,,
ESTAT:LFSO_24EAB01$DEFAULTVIEW(1.0),15/12/25 11:00:00,Annual,Males,From 20 to 24 years,Upper secondary and post-secondary non-tertiary education - general (levels 34 and 44),Total,Bulgaria,Percentage,2024,100.0,,
ESTAT:LFSO_24EAB01$DEFAULTVIEW(1.0),15/12/25 11:00:00,Annual,Males,From 20 to 24 years,Upper secondary and post-secondary non-tertiary education - general (levels 34 and 44),Total,Bulgaria,Thousand persons,2024,80.7,,
ESTAT:LFSO_24EAB01$DEFAULTVIEW(1.0),15/12/25 11:00:00,Annual,Males,From 20 to 24 years,Upper secondary and post-secondary non-tertiary education - general (levels 34 and 44),Total,Cyprus,Percentage,2024,100.0,,
ESTAT:LFSO_24EAB01$DEFAULTVIEW(1.0),15/12/25 11:00:00,Annual,Males,From 20 to 24 years,Upper secondary and post-secondary non-tertiary education - general (levels 34 and 44),Total,Cyprus,Thousand persons,2024,11.0,,
ESTAT:LFSO_24EAB01$DEFAULTVIEW(1.0),15/12/25 11:00:00,Annual,Males,From 20 to 24 years,Upper secondary and post-secondary non-tertiary education - general (levels 34 and 44),Total,Czechia,Percentage,2024,100.0,,
ESTAT:LFSO_24EAB01$DEFAULTVIEW(1.0),15/12/25 11:00:00,Annual,Males,From 20 to 24 years,Upper secondary and post-secondary non-tertiary education - general (levels 34 and 44),Total,Czechia,Thousand persons,2024,50.1,,
ESTAT:LFSO_24EAB01$DEFAULTVIEW(1.0),15/12/25 11:00:00,Annual,Males,From 20 to 24 years,Upper secondary and post-secondary non-tertiary education - general (levels 34 and 44),Total,Germany,Percentage,2024,100.0,,
ESTAT:LFSO_24EAB01$DEFAULTVIEW(1.0),15/12/25 11:00:00,Annual,Males,From 20 to 24 years,Upper secondary and post-secondary non-tertiary education - general (levels 34 and 44),Total,Germany,Thousand persons,2024,679.1,,
ESTAT:LFSO_24EAB01$DEFAULTVIEW(1.0),15/12/25 11:00:00,Annual,Males,From 20 to 24 years,Upper secondary and post-secondary non-tertiary education - general (levels 34 and 44),Total,Denmark,Percentage,2024,100.0,,
ESTAT:LFSO_24EAB01$DEFAULTVIEW(1.0),15/12/25 11:00:00,Annual,Males,From 20 to 24 years,Upper secondary and post-secondary non-tertiary education - general (levels 34 and 44),Total,Denmark,Thousand persons,2024,91.6,,
ESTAT:LFSO_24EAB01$DEFAULTVIEW(1.0),15/12/25 11:00:00,Annual,Males,From 20 to 24 years,Upper secondary and post-secondary non-tertiary education - general (levels 34 and 44),Total,Euro area – 20 countries (2023-2025),Percentage,2024,100.0,,
ESTAT:LFSO_24EAB01$DEFAULTVIEW(1.0),15/12/25 11:00:00,Annual,Males,From 20 to 24 years,Upper secondary and post-secondary non-tertiary education - general (levels 34 and 44),Total,Euro area – 20 countries (2023-2025),Thousand persons,2024,2994.6,,
ESTAT:LFSO_24EAB01$DEFAULTVIEW(1.0),15/12/25 11:00:00,Annual,Males,From 20 to 24 years,Upper secondary and post-secondary non-tertiary education - general (levels 34 and 44),Total,Estonia,Percentage,2024,100.0,,
ESTAT:LFSO_24EAB01$DEFAULTVIEW(1.0),15/12/25 11:00:00,Annual,Males,From 20 to 24 years,Upper secondary and post-secondary non-tertiary education - general (levels 34 and 44),Total,Estonia,Thousand persons,2024,13.4,,
ESTAT:LFSO_24EAB01$DEFAULTVIEW(1.0),15/12/25 11:00:00,Annual,Males,From 20 to 24 years,Upper secondary and post-secondary non-tertiary education - general (levels 34 and 44),Total,Greece,Percentage,2024,100.0,,
ESTAT:LFSO_24EAB01$DEFAULTVIEW(1.0),15/12/25 11:00:00,Annual,Males,From 20 to 24 years,Upper secondary and post-secondary non-tertiary education - general (levels 34 and 44),Total,Greece,Thousand persons,2024,142.1,,
ESTAT:LFSO_24EAB01$DEFAULTVIEW(1.0),15/12/25 11:00:00,Annual,Males,From 20 to 24 years,Upper secondary and post-secondary non-tertiary education - general (levels 34 and 44),Total,Spain,Percentage,2024,100.0,,
ESTAT:LFSO_24EAB01$DEFAULTVIEW(1.0),15/12/25 11:00:00,Annual,Males,From 20 to 24 years,Upper secondary and post-secondary non-tertiary education - general (levels 34 and 44),Total,Spain,Thousand persons,2024,453.9,,
ESTAT:LFSO_24EAB01$DEFAULTVIEW(1.0),15/12/25 11:00:00,Annual,Males,From 20 to 24 years,Upper secondary and post-secondary non-tertiary education - general (levels 34 and 44),Total,European Union - 27 countries (from 2020),Percentage,2024,100.0,,
ESTAT:LFSO_24EAB01$DEFAULTVIEW(1.0),15/12/25 11:00:00,Annual,Males,From 20 to 24 years,Upper secondary and post-secondary non-tertiary education - general (levels 34 and 44),Total,European Union - 27 countries (from 2020),Thousand persons,2024,3798.9,,
ESTAT:LFSO_24EAB01$DEFAULTVIEW(1.0),15/12/25 11:00:00,Annual,Males,From 20 to 24 years,Upper secondary and post-secondary non-tertiary education - general (levels 34 and 44),Total,Finland,Percentage,2024,100.0,,
ESTAT:LFSO_24EAB01$DEFAULTVIEW(1.0),15/12/25 11:00:00,Annual,Males,From 20 to 24 years,Upper secondary and post-secondary non-tertiary education - general (levels 34 and 44),Total,Finland,Thousand persons,2024,61.7,,
ESTAT:LFSO_24EAB01$DEFAULTVIEW(1.0),15/12/25 11:00:00,Annual,Males,From 20 to 24 years,Upper secondary and post-secondary non-tertiary education - general (levels 34 and 44),Total,France,Percentage,2024,100.0,,
ESTAT:LFSO_24EAB01$DEFAULTVIEW(1.0),15/12/25 11:00:00,Annual,Males,From 20 to 24 years,Upper secondary and post-secondary non-tertiary education - general (levels 34 and 44),Total,France,Thousand persons,2024,519.9,,
ESTAT:LFSO_24EAB01$DEFAULTVIEW(1.0),15/12/25 11:00:00,Annual,Males,From 20 to 24 years,Upper secondary and post-secondary non-tertiary education - general (levels 34 and 44),Total,Croatia,Percentage,2024,100.0,u,
ESTAT:LFSO_24EAB01$DEFAULTVIEW(1.0),15/12/25 11:00:00,Annual,Males,From 20 to 24 years,Upper secondary and post-secondary non-tertiary education - general (levels 34 and 44),Total,Croatia,Thousand persons,2024,22.7,u,
ESTAT:LFSO_24EAB01$DEFAULTVIEW(1.0),15/12/25 11:00:00,Annual,Males,From 20 to 24 years,Upper secondary and post-secondary non-tertiary education - general (levels 34 and 44),Total,Hungary,Percentage,2024,100.0,,
ESTAT:LFSO_24EAB01$DEFAULTVIEW(1.0),15/12/25 11:00:00,Annual,Males,From 20 to 24 years,Upper secondary and post-secondary non-tertiary education - general (levels 34 and 44),Total,Hungary,Thousand persons,2024,88.0,,
ESTAT:LFSO_24EAB01$DEFAULTVIEW(1.0),15/12/25 11:00:00,Annual,Males,From 20 to 24 years,Upper secondary and post-secondary non-tertiary education - general (levels 34 and 44),Total,Ireland,Percentage,2024,100.0,,
ESTAT:LFSO_24EAB01$DEFAULTVIEW(1.0),15/12/25 11:00:00,Annual,Males,From 20 to 24 years,Upper secondary and post-secondary non-tertiary education - general (levels 34 and 44),Total,Ireland,Thousand persons,2024,96.1,,
ESTAT:LFSO_24EAB01$DEFAULTVIEW(1.0),15/12/25 11:00:00,Annual,Males,From 20 to 24 years,Upper secondary and post-secondary non-tertiary education - general (levels 34 and 44),Total,Italy,Percentage,2024,100.0,,
ESTAT:LFSO_24EAB01$DEFAULTVIEW(1.0),15/12/25 11:00:00,Annual,Males,From 20 to 24 years,Upper secondary and post-secondary non-tertiary education - general (levels 34 and 44),Total,Italy,Thousand persons,2024,431.0,,
ESTAT:LFSO_24EAB01$DEFAULTVIEW(1.0),15/12/25 11:00:00,Annual,Males,From 20 to 24 years,Upper secondary and post-secondary non-tertiary education - general (levels 34 and 44),Total,Lithuania,Percentage,2024,100.0,,
ESTAT:LFSO_24EAB01$DEFAULTVIEW(1.0),15/12/25 11:00:00,Annual,Males,From 20 to 24 years,Upper secondary and post-secondary non-tertiary education - general (levels 34 and 44),Total,Lithuania,Thousand persons,2024,33.2,,
ESTAT:LFSO_24EAB01$DEFAULTVIEW(1.0),15/12/25 11:00:00,Annual,Males,From 20 to 24 years,Upper secondary and post-secondary non-tertiary education - general (levels 34 and 44),Total,Luxembourg,Percentage,2024,100.0,u,
ESTAT:LFSO_24EAB01$DEFAULTVIEW(1.0),15/12/25 11:00:00,Annual,Males,From 20 to 24 years,Upper secondary and post-secondary non-tertiary education - general (levels 34 and 44),Total,Luxembourg,Thousand persons,2024,0.7,u,
ESTAT:LFSO_24EAB01$DEFAULTVIEW(1.0),15/12/25 11:00:00,Annual,Males,From 20 to 24 years,Upper secondary and post-secondary non-tertiary education - general (levels 34 and 44),Total,Latvia,Percentage,2024,100.0,,
ESTAT:LFSO_24EAB01$DEFAULTVIEW(1.0),15/12/25 11:00:00,Annual,Males,From 20 to 24 years,Upper secondary and post-secondary non-tertiary education - general (levels 34 and 44),Total,Latvia,Thousand persons,2024,23.9,,
ESTAT:LFSO_24EAB01$DEFAULTVIEW(1.0),15/12/25 11:00:00,Annual,Males,From 20 to 24 years,Upper secondary and post-secondary non-tertiary education - general (levels 34 and 44),Total,North Macedonia,Percentage,2024,100.0,,
ESTAT:LFSO_24EAB01$DEFAULTVIEW(1.0),15/12/25 11:00:00,Annual,Males,From 20 to 24 years,Upper secondary and post-secondary non-tertiary education - general (levels 34 and 44),Total,North Macedonia,Thousand persons,2024,14.4,,
ESTAT:LFSO_24EAB01$DEFAULTVIEW(1.0),15/12/25 11:00:00,Annual,Males,From 20 to 24 years,Upper secondary and post-secondary non-tertiary education - general (levels 34 and 44),Total,Malta,Percentage,2024,100.0,,
ESTAT:LFSO_24EAB01$DEFAULTVIEW(1.0),15/12/25 11:00:00,Annual,Males,From 20 to 24 years,Upper secondary and post-secondary non-tertiary education - general (levels 34 and 44),Total,Malta,Thousand persons,2024,6.7,,
ESTAT:LFSO_24EAB01$DEFAULTVIEW(1.0),15/12/25 11:00:00,Annual,Males,From 20 to 24 years,Upper secondary and post-secondary non-tertiary education - general (levels 34 and 44),Total,Netherlands,Percentage,2024,100.0,,
ESTAT:LFSO_24EAB01$DEFAULTVIEW(1.0),15/12/25 11:00:00,Annual,Males,From 20 to 24 years,Upper secondary and post-secondary non-tertiary education - general (levels 34 and 44),Total,Netherlands,Thousand persons,2024,189.7,,
ESTAT:LFSO_24EAB01$DEFAULTVIEW(1.0),15/12/25 11:00:00,Annual,Males,From 20 to 24 years,Upper secondary and post-secondary non-tertiary education - general (levels 34 and 44),Total,Norway,Percentage,2024,100.0,,
ESTAT:LFSO_24EAB01$DEFAULTVIEW(1.0),15/12/25 11:00:00,Annual,Males,From 20 to 24 years,Upper secondary and post-secondary non-tertiary education - general (levels 34 and 44),Total,Norway,Thousand persons,2024,63.9,,
ESTAT:LFSO_24EAB01$DEFAULTVIEW(1.0),15/12/25 11:00:00,Annual,Males,From 20 to 24 years,Upper secondary and post-secondary non-tertiary education - general (levels 34 and 44),Total,Poland,Percentage,2024,100.0,,
ESTAT:LFSO_24EAB01$DEFAULTVIEW(1.0),15/12/25 11:00:00,Annual,Males,From 20 to 24 years,Upper secondary and post-secondary non-tertiary education - general (levels 34 and 44),Total,Poland,Thousand persons,2024,304.5,,
ESTAT:LFSO_24EAB01$DEFAULTVIEW(1.0),15/12/25 11:00:00,Annual,Males,From 20 to 24 years,Upper secondary and post-secondary non-tertiary education - general (levels 34 and 44),Total,Portugal,Percentage,2024,100.0,,
ESTAT:LFSO_24EAB01$DEFAULTVIEW(1.0),15/12/25 11:00:00,Annual,Males,From 20 to 24 years,Upper secondary and post-secondary non-tertiary education - general (levels 34 and 44),Total,Portugal,Thousand persons,2024,114.2,,
ESTAT:LFSO_24EAB01$DEFAULTVIEW(1.0),15/12/25 11:00:00,Annual,Males,From 20 to 24 years,Upper secondary and post-secondary non-tertiary education - general (levels 34 and 44),Total,Romania,Percentage,2024,100.0,,
ESTAT:LFSO_24EAB01$DEFAULTVIEW(1.0),15/12/25 11:00:00,Annual,Males,From 20 to 24 years,Upper secondary and post-secondary non-tertiary education - general (levels 34 and 44),Total,Romania,Thousand persons,2024,45.6,,
ESTAT:LFSO_24EAB01$DEFAULTVIEW(1.0),15/12/25 11:00:00,Annual,Males,From 20 to 24 years,Upper secondary and post-secondary non-tertiary education - general (levels 34 and 44),Total,Sweden,Percentage,2024,100.0,,
ESTAT:LFSO_24EAB01$DEFAULTVIEW(1.0),15/12/25 11:00:00,Annual,Males,From 20 to 24 years,Upper secondary and post-secondary non-tertiary education - general (levels 34 and 44),Total,Sweden,Thousand persons,2024,143.7,,
ESTAT:LFSO_24EAB01$DEFAULTVIEW(1.0),15/12/25 11:00:00,Annual,Males,From 20 to 24 years,Upper secondary and post-secondary non-tertiary education - general (levels 34 and 44),Total,Slovenia,Percentage,2024,100.0,u,
ESTAT:LFSO_24EAB01$DEFAULTVIEW(1.0),15/12/25 11:00:00,Annual,Males,From 20 to 24 years,Upper secondary and post-secondary non-tertiary education - general (levels 34 and 44),Total,Slovenia,Thousand persons,2024,8.8,u,
ESTAT:LFSO_24EAB01$DEFAULTVIEW(1.0),15/12/25 11:00:00,Annual,Males,From 20 to 24 years,Upper secondary and post-secondary non-tertiary education - general (levels 34 and 44),Total,Slovakia,Percentage,2024,100.0,,
ESTAT:LFSO_24EAB01$DEFAULTVIEW(1.0),15/12/25 11:00:00,Annual,Males,From 20 to 24 years,Upper secondary and post-secondary non-tertiary education - general (levels 34 and 44),Total,Slovakia,Thousand persons,2024,27.9,,
ESTAT:LFSO_24EAB01$DEFAULTVIEW(1.0),15/12/25 11:00:00,Annual,Males,From 20 to 24 years,Upper secondary and post-secondary non-tertiary education - vocational (levels 35 and 45),Formal education or training abandoned (one or more),Austria,Percentage,2024,17.1,,
ESTAT:LFSO_24EAB01$DEFAULTVIEW(1.0),15/12/25 11:00:00,Annual,Males,From 20 to 24 years,Upper secondary and post-secondary non-tertiary education - vocational (levels 35 and 45),Formal education or training abandoned (one or more),Austria,Thousand persons,2024,15.9,,
ESTAT:LFSO_24EAB01$DEFAULTVIEW(1.0),15/12/25 11:00:00,Annual,Males,From 20 to 24 years,Upper secondary and post-secondary non-tertiary education - vocational (levels 35 and 45),Formal education or training abandoned (one or more),Belgium,Percentage,2024,23.6,,
ESTAT:LFSO_24EAB01$DEFAULTVIEW(1.0),15/12/25 11:00:00,Annual,Males,From 20 to 24 years,Upper secondary and post-secondary non-tertiary education - vocational (levels 35 and 45),Formal education or training abandoned (one or more),Belgium,Thousand persons,2024,25.9,,
ESTAT:LFSO_24EAB01$DEFAULTVIEW(1.0),15/12/25 11:00:00,Annual,Males,From 20 to 24 years,Upper secondary and post-secondary non-tertiary education - vocational (levels 35 and 45),Formal education or training abandoned (one or more),Bulgaria,Percentage,2024,,u,
ESTAT:LFSO_24EAB01$DEFAULTVIEW(1.0),15/12/25 11:00:00,Annual,Males,From 20 to 24 years,Upper secondary and post-secondary non-tertiary education - vocational (levels 35 and 45),Formal education or training abandoned (one or more),Bulgaria,Thousand persons,2024,,u,
ESTAT:LFSO_24EAB01$DEFAULTVIEW(1.0),15/12/25 11:00:00,Annual,Males,From 20 to 24 years,Upper secondary and post-secondary non-tertiary education - vocational (levels 35 and 45),Formal education or training abandoned (one or more),Cyprus,Percentage,2024,,u,
ESTAT:LFSO_24EAB01$DEFAULTVIEW(1.0),15/12/25 11:00:00,Annual,Males,From 20 to 24 years,Upper secondary and post-secondary non-tertiary education - vocational (levels 35 and 45),Formal education or training abandoned (one or more),Cyprus,Thousand persons,2024,,u,
ESTAT:LFSO_24EAB01$DEFAULTVIEW(1.0),15/12/25 11:00:00,Annual,Males,From 20 to 24 years,Upper secondary and post-secondary non-tertiary education - vocational (levels 35 and 45),Formal education or training abandoned (one or more),Czechia,Percentage,2024,10.2,,
ESTAT:LFSO_24EAB01$DEFAULTVIEW(1.0),15/12/25 11:00:00,Annual,Males,From 20 to 24 years,Upper secondary and post-secondary non-tertiary education - vocational (levels 35 and 45),Formal education or training abandoned (one or more),Czechia,Thousand persons,2024,15.1,,
ESTAT:LFSO_24EAB01$DEFAULTVIEW(1.0),15/12/25 11:00:00,Annual,Males,From 20 to 24 years,Upper secondary and post-secondary non-tertiary education - vocational (levels 35 and 45),Formal education or training abandoned (one or more),Germany,Percentage,2024,,u,
ESTAT:LFSO_24EAB01$DEFAULTVIEW(1.0),15/12/25 11:00:00,Annual,Males,From 20 to 24 years,Upper secondary and post-secondary non-tertiary education - vocational (levels 35 and 45),Formal education or training abandoned (one or more),Germany,Thousand persons,2024,,u,
ESTAT:LFSO_24EAB01$DEFAULTVIEW(1.0),15/12/25 11:00:00,Annual,Males,From 20 to 24 years,Upper secondary and post-secondary non-tertiary education - vocational (levels 35 and 45),Formal education or training abandoned (one or more),Denmark,Percentage,2024,18.4,u,
ESTAT:LFSO_24EAB01$DEFAULTVIEW(1.0),15/12/25 11:00:00,Annual,Males,From 20 to 24 years,Upper secondary and post-secondary non-tertiary education - vocational (levels 35 and 45),Formal education or training abandoned (one or more),Denmark,Thousand persons,2024,4.8,u,
ESTAT:LFSO_24EAB01$DEFAULTVIEW(1.0),15/12/25 11:00:00,Annual,Males,From 20 to 24 years,Upper secondary and post-secondary non-tertiary education - vocational (levels 35 and 45),Formal education or training abandoned (one or more),Euro area – 20 countries (2023-2025),Percentage,2024,14.2,,
ESTAT:LFSO_24EAB01$DEFAULTVIEW(1.0),15/12/25 11:00:00,Annual,Males,From 20 to 24 years,Upper secondary and post-secondary non-tertiary education - vocational (levels 35 and 45),Formal education or training abandoned (one or more),Euro area – 20 countries (2023-2025),Thousand persons,2024,388.1,,
ESTAT:LFSO_24EAB01$DEFAULTVIEW(1.0),15/12/25 11:00:00,Annual,Males,From 20 to 24 years,Upper secondary and post-secondary non-tertiary education - vocational (levels 35 and 45),Formal education or training abandoned (one or more),Estonia,Percentage,2024,,u,
ESTAT:LFSO_24EAB01$DEFAULTVIEW(1.0),15/12/25 11:00:00,Annual,Males,From 20 to 24 years,Upper secondary and post-secondary non-tertiary education - vocational (levels 35 and 45),Formal education or training abandoned (one or more),Estonia,Thousand persons,2024,,u,
ESTAT:LFSO_24EAB01$DEFAULTVIEW(1.0),15/12/25 11:00:00,Annual,Males,From 20 to 24 years,Upper secondary and post-secondary non-tertiary education - vocational (levels 35 and 45),Formal education or training abandoned (one or more),Greece,Percentage,2024,,u,
ESTAT:LFSO_24EAB01$DEFAULTVIEW(1.0),15/12/25 11:00:00,Annual,Males,From 20 to 24 years,Upper secondary and post-secondary non-tertiary education - vocational (levels 35 and 45),Formal education or training abandoned (one or more),Greece,Thousand persons,2024,,u,
ESTAT:LFSO_24EAB01$DEFAULTVIEW(1.0),15/12/25 11:00:00,Annual,Males,From 20 to 24 years,Upper secondary and post-secondary non-tertiary education - vocational (levels 35 and 45),Formal education or training abandoned (one or more),Spain,Percentage,2024,18.2,,
ESTAT:LFSO_24EAB01$DEFAULTVIEW(1.0),15/12/25 11:00:00,Annual,Males,From 20 to 24 years,Upper secondary and post-secondary non-tertiary education - vocational (levels 35 and 45),Formal education or training abandoned (one or more),Spain,Thousand persons,2024,36.1,,
ESTAT:LFSO_24EAB01$DEFAULTVIEW(1.0),15/12/25 11:00:00,Annual,Males,From 20 to 24 years,Upper secondary and post-secondary non-tertiary education - vocational (levels 35 and 45),Formal education or training abandoned (one or more),European Union - 27 countries (from 2020),Percentage,2024,11.6,,
